1436512650, 1.11035, 1.1104
1436512653, 1.11085, 1.1109
1436512697, 1.1115, 1.11155
1436512768, 1.112, 1.11205
1436512851, 1.1115, 1.11155
1436512923, 1.112, 1.11205
1436512999, 1.1115, 1.11155
1436529190, 1.11895, 1.119
1436529253, 1.11925, 1.1193
1436529509, 1.11875, 1.1188
1436530656, 1.11925, 1.1193
1436530694, 1.1198, 1.11985
1436531367, 1.1193, 1.11935
1436531389, 1.11875, 1.1188
1436531407, 1.11925, 1.1193
1436531438, 1.1198, 1.11985
1436531517, 1.1193, 1.11935
1436531641, 1.11875, 1.1188
1436531906, 1.1182, 1.11825
1436532442, 1.11875, 1.1188
1436532551, 1.11925, 1.1193
1436533121, 1.1198, 1.11985
1436533252, 1.1193, 1.11935
1436533468, 1.1198, 1.11985
1436533532, 1.1203, 1.1204
1436533876, 1.1198, 1.1199
1436533929, 1.1193, 1.11935
1436533996, 1.11875, 1.11885
1436534339, 1.11825, 1.1183
1436534368, 1.11775, 1.1178
1436534709, 1.11825, 1.1183
1436534790, 1.1188, 1.11885
1436534877, 1.11825, 1.11835
1436535086, 1.11775, 1.1178
1436535187, 1.1172, 1.11725
1436535345, 1.11665, 1.11675
1436535463, 1.1172, 1.11725
1436535580, 1.11665, 1.11675
1436535702, 1.11615, 1.1162
1436535795, 1.1167, 1.11675
1436535837, 1.11725, 1.1173
1436535971, 1.11775, 1.11785
1436536809, 1.1183, 1.11835
1436536861, 1.1178, 1.11785
1436536919, 1.1183, 1.11835
1436537003, 1.1188, 1.1189
1436537113, 1.1183, 1.1184
1436537225, 1.11885, 1.1189
1436537257, 1.1194, 1.11945
1436537312, 1.1189, 1.11895
1436537553, 1.11835, 1.1184
1436537773, 1.1178, 1.11785
1436537847, 1.11725, 1.1173
1436538521, 1.1167, 1.1168
1436538723, 1.11725, 1.1173
1436539373, 1.1167, 1.11675
1436539482, 1.11725, 1.1173
1436539616, 1.1167, 1.11675
1436540317, 1.11725, 1.1173
1436540368, 1.1178, 1.11785
1436540389, 1.11725, 1.11735
1436540849, 1.11675, 1.11685
1436541278, 1.1173, 1.11735
1436541349, 1.1168, 1.11685
1436541623, 1.11625, 1.1163
1436541640, 1.1157, 1.1158
1436541688, 1.11625, 1.1163
1436541914, 1.1157, 1.1158
1436541967, 1.1152, 1.11525
1436541968, 1.1147, 1.11475
1436541975, 1.1152, 1.11525
1436541998, 1.1147, 1.11475
1436542085, 1.11415, 1.1142
1436542095, 1.11465, 1.1147
1436542138, 1.11415, 1.1142
1436542518, 1.1136, 1.11365
1436542556, 1.1141, 1.11415
1436542919, 1.11465, 1.1147
1436543520, 1.1152, 1.11525
